co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,timestamp_local,url
821.07,465.02,"{'lat': None, 'lon': None}","{'rh': 29.0, 'temp': 25.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.42,13.19,38.22,6.4,27.42,6.8,355746444,29.0,MOD-00630,25.1,2025-04-05T23:18:11,2025-04-05T16:18:11,https://api.quant-aq.com/v1/devices/MOD-00630/data/355746346
813.74,463.69,"{'lat': None, 'lon': None}","{'rh': 28.5, 'temp': 25.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.37,12.65,38.6,7.17,25.9,7.69,355746442,28.5,MOD-00630,25.2,2025-04-05T23:17:11,2025-04-05T16:17:11,https://api.quant-aq.com/v1/devices/MOD-00630/data/355746344
801.53,462.13,"{'lat': None, 'lon': None}","{'rh': 28.5, 'temp': 25.3, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.37,12.23,38.1,6.1,8.07,6.57,355746445,28.5,MOD-00630,25.3,2025-04-05T23:16:11,2025-04-05T16:16:11,https://api.quant-aq.com/v1/devices/MOD-00630/data/355746347
797.33,460.56,"{'lat': None, 'lon': None}","{'rh': 28.2, 'temp': 25.4, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.31,11.29,38.7,6.97,10.95,7.47,355746443,28.2,MOD-00630,25.4,2025-04-05T23:15:11,2025-04-05T16:15:11,https://api.quant-aq.com/v1/devices/MOD-00630/data/355746345
806.69,463.93,"{'lat': None, 'lon': None}","{'rh': 27.9, 'temp': 25.5, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.3,10.71,37.77,6.38,8.24,6.67,355744145,27.9,MOD-00630,25.5,2025-04-05T23:14:11,2025-04-05T16:14:11,https://api.quant-aq.com/v1/devices/MOD-00630/data/355744046
808.46,462.97,"{'lat': None, 'lon': None}","{'rh': 28.6, 'temp': 25.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.38,11.3,38.13,6.39,19.16,6.98,355744143,28.6,MOD-00630,25.7,2025-04-05T23:13:11,2025-04-05T16:13:11,https://api.quant-aq.com/v1/devices/MOD-00630/data/355744047
806.85,464.05,"{'lat': None, 'lon': None}","{'rh': 28.7, 'temp': 25.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.38,11.43,37.87,6.24,9.54,6.87,355744142,28.7,MOD-00630,25.8,2025-04-05T23:12:11,2025-04-05T16:12:11,https://api.quant-aq.com/v1/devices/MOD-00630/data/355744045
809.0,459.24,"{'lat': None, 'lon': None}","{'rh': 29.3, 'temp': 25.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.43,11.66,38.24,6.63,12.98,7.26,355744141,29.3,MOD-00630,25.9,2025-04-05T23:11:11,2025-04-05T16:11:11,https://api.quant-aq.com/v1/devices/MOD-00630/data/355744043
806.85,462.49,"{'lat': None, 'lon': None}","{'rh': 29.0, 'temp': 26.0, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.43,11.28,39.1,6.92,9.3,7.44,355741813,29.0,MOD-00630,26.0,2025-04-05T23:10:11,2025-04-05T16:10:11,https://api.quant-aq.com/v1/devices/MOD-00630/data/355741715
814.58,458.76,"{'lat': None, 'lon': None}","{'rh': 28.1, 'temp': 26.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.28,10.23,38.06,7.52,19.81,8.17,355741814,28.1,MOD-00630,26.1,2025-04-05T23:09:11,2025-04-05T16:09:11,https://api.quant-aq.com/v1/devices/MOD-00630/data/355741716
