DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,108,19,0,-30,6,0,0.00000,0.00000,0,3955205660
04/13/25 03:56:29,10.15,156.22,7.98,16.78,31.90,415.47,10.60,48.00,0.54,1.39,1.40,0.00,0.00,1,14.09,127.55,35.08,1,-14,18,3,3,STAT,0,LAT,LON,W,CRC
04/13/25 03:57:29,10.14,155.02,7.96,17.01,31.86,415.81,10.60,48.20,0.82,1.79,1.79,0.00,0.00,1,13.98,36.02,33.89,1,-15,19,3,3,STAT,0,LAT,LON,W,CRC
04/13/25 03:58:30,10.13,152.85,9.17,17.23,28.44,415.93,10.60,48.10,0.61,1.62,1.86,0.00,0.00,1,13.91,10.17,31.64,1,-14,19,3,2,STAT,0,LAT,LON,W,CRC
04/13/25 03:59:30,10.12,158.68,9.35,16.66,31.78,416.62,10.60,47.80,0.26,1.19,1.31,0.00,0.00,1,13.87,2.87,30.49,1,-16,18,3,3,STAT,0,LAT,LON,W,CRC
04/13/25 04:00:30,10.08,155.39,7.13,18.68,30.02,417.16,10.60,47.90,0.12,1.11,1.15,0.00,0.00,1,13.84,0.81,31.59,1,-17,21,4,3,STAT,0,LAT,LON,W,CRC
04/13/25 04:02:00,10.06,165.56,7.98,18.46,28.55,418.37,10.60,48.00,0.54,1.59,1.60,0.00,0.00,1,13.98,54.84,51.47,1,-16,21,3,2,STAT,0,LAT,LON,W,CRC
04/13/25 04:02:28,10.06,177.35,9.31,19.46,27.66,418.59,10.60,48.10,0.53,1.39,1.40,0.00,0.00,1,13.95,32.38,52.38,1,-15,20,3,2,STAT,0,LAT,LON,W,CRC
04/13/25 04:03:29,10.05,193.21,9.60,21.20,26.01,419.09,10.60,48.20,0.22,1.11,1.11,0.00,0.00,1,13.87,9.15,44.02,1,-16,19,4,3,STAT,0,LAT,LON,W,CRC
04/13/25 04:04:29,10.04,190.49,10.26,21.32,25.60,420.18,10.50,48.50,0.45,1.03,1.27,0.00,0.00,1,13.84,2.58,42.43,1,-14,18,3,3,STAT,0,LAT,LON,W,CRC
04/13/25 04:05:29,10.00,181.98,9.36,19.52,25.66,420.71,10.50,48.60,0.35,1.16,1.31,0.00,0.00,1,14.02,134.53,38.46,1,-12,19,3,3,STAT,0,LAT,LON,W,CRC
04/13/25 04:06:30,9.97,172.82,9.09,19.10,25.70,420.90,10.50,48.60,0.25,1.02,1.07,0.00,0.00,1,13.95,37.99,39.63,1,-15,18,4,3,STAT,0,LAT,LON,W,CRC
04/13/25 04:07:30,9.96,166.80,8.28,19.82,25.70,421.51,10.40,48.90,0.14,0.80,0.82,0.00,0.00,1,13.87,10.73,39.88,1,-17,19,4,3,STAT,0,LAT,LON,W,CRC
04/13/25 04:08:30,9.93,172.10,8.81,22.28,23.95,421.91,10.40,49.40,0.64,1.17,1.42,0.00,0.00,1,13.84,3.03,42.17,1,-16,18,4,2,STAT,0,LAT,LON,W,CRC
04/13/25 04:09:31,9.88,176.81,8.00,22.42,22.57,423.02,10.30,49.70,0.88,1.94,2.02,0.00,0.00,1,14.05,97.68,31.30,1,-16,20,4,3,STAT,0,LAT,LON,W,CRC
