DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,79,31,0,-18,6,0,0.00000,0.00000,0,CRC
08/23/26 03:55:30,20.71,137.54,12.16,10.36,7.71,411.04,19.30,56.90,4.33,7.83,8.29,0.00,0.00,0,12.21,0.00,45.16,1,-12,21,0,-1,STAT,60,LAT,LON,W,ÿÿ,1881785109
08/23/26 03:56:30,20.71,144.04,10.26,11.00,7.33,411.01,19.20,57.10,4.08,7.41,7.91,0.00,0.00,0,12.21,0.00,25.81,1,-12,21,0,-1,STAT,60,LAT,LON,W,ÿÿ,2506953400
08/23/26 03:57:30,20.71,148.56,11.09,10.66,7.48,411.59,19.20,57.20,4.23,7.67,7.97,0.00,0.00,0,12.21,0.00,25.81,1,-12,21,0,0,STAT,60,LAT,LON,W,ÿÿ,4068019500
08/23/26 03:58:30,20.71,152.03,11.31,11.43,8.68,411.85,19.20,57.20,4.11,7.61,8.05,0.00,0.00,0,12.21,0.00,25.81,1,-14,21,0,0,STAT,60,LAT,LON,W,ÿÿ,1691443113
08/23/26 03:59:30,20.71,142.70,11.44,10.88,8.92,411.95,19.20,57.20,3.93,7.98,8.12,0.00,0.00,0,12.21,0.00,25.81,1,-12,21,0,0,STAT,60,LAT,LON,W,ÿÿ,2542256220
08/23/26 04:00:30,20.71,139.28,11.33,10.65,9.78,411.98,19.20,57.30,4.21,7.48,8.31,0.00,0.00,0,12.21,0.00,25.81,1,-11,21,1,0,STAT,60,LAT,LON,W,ÿÿ,2081372219
08/23/26 04:01:26,20.70,143.30,10.17,11.06,8.49,411.59,19.20,57.30,4.21,7.67,8.46,0.00,0.00,0,12.21,0.00,25.81,1,-13,22,1,0,STAT,60,LAT,LON,W,ÿÿ,4077379731
08/23/26 04:02:26,20.69,146.65,11.65,11.45,7.48,411.21,19.20,57.40,4.55,7.79,8.21,0.00,0.00,0,12.21,0.00,41.94,1,-14,22,1,0,STAT,60,LAT,LON,W,ÿÿ,96056831
08/23/26 04:03:26,20.68,147.19,12.37,10.62,6.77,411.07,19.20,57.40,4.26,7.54,7.86,0.00,0.00,0,12.21,0.00,32.26,1,-13,20,0,-1,STAT,60,LAT,LON,W,ÿÿ,3126684472
08/23/26 04:04:26,20.65,143.79,10.75,11.47,7.64,411.03,19.20,57.40,4.26,7.71,7.94,0.00,0.00,0,12.21,0.00,25.81,1,-12,22,1,0,STAT,60,LAT,LON,W,ÿÿ,906107415
08/23/26 04:05:26,20.62,146.76,12.10,10.61,8.52,411.01,19.20,57.40,3.68,6.85,6.92,0.00,0.00,0,12.21,0.00,25.81,1,-13,20,1,0,STAT,60,LAT,LON,W,ÿÿ,1985027999
08/23/26 04:06:27,20.61,148.10,14.24,10.07,8.97,411.00,19.20,57.30,4.10,7.32,7.34,0.00,0.00,0,12.21,0.00,29.03,1,-14,18,0,0,STAT,60,LAT,LON,W,ÿÿ,2526062510
08/23/26 04:07:27,20.61,144.32,12.42,11.13,8.48,411.00,19.10,57.30,4.20,7.81,7.82,0.00,0.00,0,12.21,0.00,25.81,1,-13,21,1,-1,STAT,60,LAT,LON,W,ÿÿ,2212291906
08/23/26 04:08:27,20.61,139.10,11.24,11.32,9.25,411.00,19.10,57.40,3.98,6.90,7.05,0.00,0.00,0,12.21,0.00,29.03,1,-11,21,1,0,STAT,60,LAT,LON,W,ÿÿ,2715832440
08/23/26 04:09:27,20.61,139.32,12.43,11.15,9.60,410.53,19.10,57.40,4.33,7.36,7.80,0.00,0.00,0,12.17,0.00,41.94,1,-10,21,0,0,STAT,60,LAT,LON,W,ÿÿ,1732423590
08/23/26 04:10:27,20.61,149.89,12.34,11.05,8.40,410.31,19.10,57.40,4.15,7.35,7.84,0.00,0.00,0,12.17,0.00,29.03,1,-14,20,0,0,STAT,60,LAT,LON,W,ÿÿ,3353223913
08/23/26 04:11:28,20.61,149.53,13.50,11.01,8.21,410.16,19.10,57.40,3.86,7.14,7.49,0.00,0.00,0,12.17,0.00,25.81,1,-14,20,1,0,STAT,60,LAT,LON,W,ÿÿ,385514099
08/23/26 04:12:28,20.61,170.48,11.68,10.38,8.75,410.06,19.10,57.30,3.82,6.68,7.09,0.00,0.00,0,12.17,0.00,41.94,1,-14,21,1,0,STAT,60,LAT,LON,W,ÿÿ,3463434197
08/23/26 04:13:28,20.61,189.80,13.82,10.27,9.30,410.02,19.10,57.20,4.52,8.23,8.69,0.00,0.00,0,12.17,0.00,25.81,1,-14,20,1,-1,STAT,60,LAT,LON,W,ÿÿ,422647070
08/23/26 04:14:28,20.61,181.39,12.47,11.04,8.01,410.01,19.10,57.20,4.11,7.99,8.15,0.00,0.00,0,12.17,0.00,25.81,1,-15,19,1,0,STAT,60,LAT,LON,W,ÿÿ,3773085830
08/23/26 04:15:28,20.61,171.63,11.38,11.26,8.68,409.66,19.10,57.20,3.62,6.69,7.28,0.00,0.00,0,12.17,0.00,25.81,1,-16,20,1,0,STAT,60,LAT,LON,W,ÿÿ,167033714
