DATE,TE,CO,NO,NO2,O3,CO2,T,RH,P,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,80,4,-5,-10,86,0,0.00000,0.00000,0,CRC
04/26/26 03:55:49,10.19,137.93,13.23,12.79,8.06,455.88,8.20,76.80,1005.00,4.17,6.77,6.87,40.20,0.29,1,13.20,0.00,85.36,1,-27,3,0,2,STAT,60,LAT,LON,W,ÿ,4122768383
04/26/26 03:56:47,10.16,142.02,12.53,14.01,7.10,455.96,8.10,76.90,1005.00,4.17,6.76,7.03,50.20,0.37,1,13.20,0.00,82.69,1,-27,4,0,2,STAT,60,LAT,LON,W,ÿ,2010976827
04/26/26 03:57:50,10.10,143.59,12.54,14.10,7.39,455.21,8.00,76.90,1005.00,4.28,7.19,7.74,47.10,0.34,0,13.20,0.00,90.32,1,-27,4,1,2,STAT,60,LAT,LON,W,ÿ,1171470906
04/26/26 03:58:48,10.07,145.99,12.87,13.98,6.88,453.16,8.00,76.80,1005.00,4.42,7.81,8.29,56.00,0.43,0,13.20,0.00,77.42,1,-26,3,0,2,STAT,60,LAT,LON,W,ÿ,1235775968
04/26/26 03:59:52,10.02,153.00,11.24,14.48,5.94,449.99,7.90,76.60,1005.00,4.57,8.36,8.64,52.80,0.42,0,13.20,0.00,77.42,1,-28,5,1,1,STAT,60,LAT,LON,W,ÿ,3234888141
04/26/26 04:00:50,9.98,149.95,11.58,14.29,6.31,447.01,7.90,76.70,1005.00,5.12,9.87,10.09,47.70,0.35,0,13.20,0.00,74.19,1,-28,4,1,1,STAT,60,LAT,LON,W,ÿ,2480581031
04/26/26 04:01:47,9.96,145.39,13.02,14.13,7.21,444.80,7.90,77.10,1005.00,4.59,8.28,8.38,48.00,0.32,0,13.20,0.00,77.42,1,-27,3,1,2,STAT,60,LAT,LON,W,ÿ,2577434335
04/26/26 04:02:52,9.90,145.78,14.33,14.03,7.64,444.09,7.90,77.00,1005.00,4.64,9.57,9.69,49.60,0.34,0,13.20,0.00,93.55,1,-28,3,0,2,STAT,60,LAT,LON,W,ÿ,3004897891
04/26/26 04:03:51,9.87,142.86,13.03,14.50,7.72,443.49,7.80,77.00,1005.00,4.64,8.96,9.22,46.70,0.33,0,13.20,0.00,77.42,1,-28,4,1,2,STAT,60,LAT,LON,W,ÿ,1813446009
04/26/26 04:04:53,9.82,143.15,10.93,15.08,7.12,442.93,7.80,77.20,1005.00,4.11,7.09,8.15,40.10,0.29,0,13.20,0.00,80.65,1,-29,6,1,2,STAT,60,LAT,LON,W,ÿ,3587062704
04/26/26 04:05:51,9.78,136.61,10.02,14.40,6.53,443.13,7.80,77.50,1005.00,3.26,5.89,6.49,32.10,0.27,0,13.20,0.00,90.32,1,-28,5,1,2,STAT,60,LAT,LON,W,ÿ,902079188
04/26/26 04:06:49,9.76,136.25,10.38,14.29,6.42,444.12,7.80,77.70,1005.00,2.72,5.02,5.50,32.10,0.27,0,13.20,0.00,77.42,1,-30,6,1,2,STAT,60,LAT,LON,W,ÿ,1401233969
04/26/26 04:07:52,9.70,135.69,12.34,14.55,7.12,444.28,7.70,77.20,1005.00,2.79,5.29,5.65,48.90,0.33,0,13.20,0.00,80.65,1,-27,3,1,1,STAT,60,LAT,LON,W,ÿ,2178982400
04/26/26 04:08:51,9.67,135.87,10.90,14.76,5.79,443.70,7.70,77.20,1005.00,2.85,5.08,5.22,41.80,0.32,0,13.20,0.00,80.65,1,-26,5,0,1,STAT,60,LAT,LON,W,ÿ,2538968513
04/26/26 04:09:53,9.63,136.52,13.10,13.85,6.66,443.25,7.70,77.40,1005.00,3.00,4.93,4.98,35.70,0.26,0,13.20,0.00,74.19,1,-26,3,0,1,STAT,60,LAT,LON,W,ÿ,3680600049
04/26/26 04:10:51,9.59,137.90,13.15,14.23,5.84,443.09,7.70,77.30,1005.00,3.52,5.50,5.80,38.10,0.29,0,13.20,0.00,106.45,1,-28,3,0,2,STAT,60,LAT,LON,W,ÿ,3359935616
04/26/26 04:11:49,9.57,139.03,11.82,14.03,6.84,443.04,7.70,77.40,1005.00,2.86,5.23,5.42,34.80,0.29,0,13.20,0.00,74.19,1,-28,4,0,2,STAT,60,LAT,LON,W,ÿ,355339034
04/26/26 04:12:52,9.52,137.96,12.00,14.56,6.84,443.10,7.60,77.70,1005.00,2.53,4.74,4.99,34.30,0.29,0,13.20,0.00,74.19,1,-27,4,1,2,STAT,60,LAT,LON,W,ÿ,933353545
04/26/26 04:13:50,9.48,137.09,12.66,14.12,7.59,443.65,7.60,77.70,1005.00,2.84,4.83,5.17,37.90,0.28,0,13.20,0.00,77.42,1,-27,3,0,2,STAT,60,LAT,LON,W,ÿ,1375460181
04/26/26 04:14:53,9.46,136.44,12.74,14.47,5.18,443.88,7.60,77.70,1005.00,3.21,5.81,5.93,32.60,0.28,0,13.20,0.00,77.42,1,-25,4,1,1,STAT,60,LAT,LON,W,ÿ,2501104181
04/26/26 04:15:51,9.41,140.24,12.47,14.67,5.03,443.95,7.50,77.70,1005.00,3.28,5.68,5.84,30.40,0.28,0,13.20,0.00,87.10,1,-27,3,1,1,STAT,60,LAT,LON,W,ÿ,2960347050
04/26/26 04:16:53,9.38,137.92,13.01,13.31,4.35,444.07,7.50,78.00,1005.00,4.24,7.37,7.72,28.40,0.24,0,13.20,0.00,74.19,1,-25,3,0,0,STAT,60,LAT,LON,W,ÿ,2076223028
04/26/26 04:17:51,9.35,138.35,11.67,14.60,4.08,444.94,7.50,78.60,1005.00,4.40,7.91,8.57,28.90,0.27,0,13.20,0.00,77.42,1,-25,4,2,1,STAT,60,LAT,LON,W,ÿ,1332088986
