co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,timestamp_local,url
776.87,658.66,"{'lat': None, 'lon': None}","{'rh': 84.1, 'temp': 12.0, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13512, 'co2': 13275, 'no': 13600, 'no2': 13781, 'o3': 13759}, 'pm': {'pm1': 13242, 'pm10': 13244, 'pm25': 13243}}",2.65,16.91,27.4,4.06,17.17,4.8,356738091,84.1,MOD-00627,12.0,2025-04-07T04:20:32,2025-04-06T21:20:32,https://api.quant-aq.com/v1/devices/MOD-00627/data/356737993
777.84,663.72,"{'lat': None, 'lon': None}","{'rh': 83.9, 'temp': 12.0, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13512, 'co2': 13275, 'no': 13600, 'no2': 13781, 'o3': 13759}, 'pm': {'pm1': 13242, 'pm10': 13244, 'pm25': 13243}}",2.65,17.18,28.97,4.13,10.57,4.81,356738089,83.9,MOD-00627,12.0,2025-04-07T04:19:32,2025-04-06T21:19:32,https://api.quant-aq.com/v1/devices/MOD-00627/data/356737991
774.05,662.63,"{'lat': None, 'lon': None}","{'rh': 83.6, 'temp': 12.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13512, 'co2': 13275, 'no': 13600, 'no2': 13781, 'o3': 13759}, 'pm': {'pm1': 13242, 'pm10': 13244, 'pm25': 13243}}",2.64,14.32,28.99,3.68,7.53,4.21,356738088,83.6,MOD-00627,12.1,2025-04-07T04:18:32,2025-04-06T21:18:32,https://api.quant-aq.com/v1/devices/MOD-00627/data/356737990
779.52,656.97,"{'lat': None, 'lon': None}","{'rh': 84.0, 'temp': 12.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13512, 'co2': 13275, 'no': 13600, 'no2': 13781, 'o3': 13759}, 'pm': {'pm1': 13242, 'pm10': 13244, 'pm25': 13243}}",2.65,14.64,27.78,4.17,5.75,4.91,356738090,84.0,MOD-00627,12.1,2025-04-07T04:17:32,2025-04-06T21:17:32,https://api.quant-aq.com/v1/devices/MOD-00627/data/356737992
782.73,662.63,"{'lat': None, 'lon': None}","{'rh': 84.1, 'temp': 12.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13512, 'co2': 13275, 'no': 13600, 'no2': 13781, 'o3': 13759}, 'pm': {'pm1': 13242, 'pm10': 13244, 'pm25': 13243}}",2.65,14.64,28.91,4.56,13.41,5.17,356735866,84.1,MOD-00627,12.1,2025-04-07T04:16:32,2025-04-06T21:16:32,https://api.quant-aq.com/v1/devices/MOD-00627/data/356735768
787.17,662.75,"{'lat': None, 'lon': None}","{'rh': 84.2, 'temp': 12.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13512, 'co2': 13275, 'no': 13600, 'no2': 13781, 'o3': 13759}, 'pm': {'pm1': 13242, 'pm10': 13244, 'pm25': 13243}}",2.83,14.64,26.98,4.76,6.17,5.45,356735867,84.2,MOD-00627,12.1,2025-04-07T04:15:32,2025-04-06T21:15:32,https://api.quant-aq.com/v1/devices/MOD-00627/data/356735769
780.05,663.48,"{'lat': None, 'lon': None}","{'rh': 84.4, 'temp': 12.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13512, 'co2': 13275, 'no': 13600, 'no2': 13781, 'o3': 13759}, 'pm': {'pm1': 13242, 'pm10': 13244, 'pm25': 13243}}",2.84,16.94,28.48,3.71,6.08,4.34,356735869,84.4,MOD-00627,12.1,2025-04-07T04:14:32,2025-04-06T21:14:32,https://api.quant-aq.com/v1/devices/MOD-00627/data/356735771
781.84,665.76,"{'lat': None, 'lon': None}","{'rh': 84.2, 'temp': 12.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13512, 'co2': 13275, 'no': 13600, 'no2': 13781, 'o3': 13759}, 'pm': {'pm1': 13242, 'pm10': 13244, 'pm25': 13243}}",2.83,17.19,28.51,4.23,8.31,4.93,356735868,84.2,MOD-00627,12.1,2025-04-07T04:13:32,2025-04-06T21:13:32,https://api.quant-aq.com/v1/devices/MOD-00627/data/356735770
785.19,661.79,"{'lat': None, 'lon': None}","{'rh': 84.1, 'temp': 12.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13512, 'co2': 13275, 'no': 13600, 'no2': 13781, 'o3': 13759}, 'pm': {'pm1': 13242, 'pm10': 13244, 'pm25': 13243}}",2.83,16.94,28.14,4.39,13.55,5.09,356733681,84.1,MOD-00627,12.1,2025-04-07T04:12:32,2025-04-06T21:12:32,https://api.quant-aq.com/v1/devices/MOD-00627/data/356733584
786.15,664.56,"{'lat': None, 'lon': None}","{'rh': 83.9, 'temp': 12.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13512, 'co2': 13275, 'no': 13600, 'no2': 13781, 'o3': 13759}, 'pm': {'pm1': 13242, 'pm10': 13244, 'pm25': 13243}}",2.65,14.64,29.71,4.21,7.86,4.83,356733680,83.9,MOD-00627,12.1,2025-04-07T04:11:32,2025-04-06T21:11:32,https://api.quant-aq.com/v1/devices/MOD-00627/data/356733583
