flag,gases.co.ae,gases.co.diff,gases.co.we,gases.co2.raw,gases.no.ae,gases.no.diff,gases.no.we,gases.no2.ae,gases.no2.diff,gases.no2.we,gases.o3.ae,gases.o3.diff,gases.o3.we,geo.lat,geo.lon,met.rh,met.temp,met.wd,met.ws,met.ws_scalar,neph.cscat,neph.pm1,neph.pm10,neph.pm25,opc.bin0,opc.bin1,opc.bin10,opc.bin11,opc.bin12,opc.bin13,opc.bin14,opc.bin15,opc.bin16,opc.bin17,opc.bin18,opc.bin19,opc.bin2,opc.bin20,opc.bin21,opc.bin22,opc.bin23,opc.bin3,opc.bin4,opc.bin5,opc.bin6,opc.bin7,opc.bin8,opc.bin9,opc.pm1,opc.pm10,opc.pm25,opc.rh,opc.temp,operating_state,sn,timestamp,timestamp_local,url
0,657.5,25.600000000000023,683.1,1234.4,666.6,3.2999999999999545,669.9,1645.5,-0.2999999999999545,1645.2,1646.9,6.7000000000000455,1651.9,,,41.4,15.7,0.0,0.0,0.0,160.75,0.0,0.2,0.2,0.5646,0.1784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1443,0.0,0.0,0.0,0.0,0.0407,0.0374,0.0155,0.0094,0.0126,0.0094,0.0031,0.29,4.1,1.1,30.57,21.72,0,MOD-00630,2025-04-12T17:22:16,2025-04-12T10:22:16,https://api.quant-aq.com/v1/devices/MOD-00630/data/raw/361348596
0,656.2,26.0,682.2,1236.1,666.5,3.2000000000000455,669.7,1645.6,-0.09999999999990905,1645.5,1647.1,6.599999999999909,1652.1,,,41.4,15.8,0.0,0.0,0.0,148.75,0.0,0.3,0.2,0.6949,0.1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.0,0.0,0.0,0.0,0.0602,0.0606,0.0435,0.0201,0.0034,0.0032,0.0,0.37,2.64,1.48,30.74,21.74,0,MOD-00630,2025-04-12T17:21:16,2025-04-12T10:21:16,https://api.quant-aq.com/v1/devices/MOD-00630/data/raw/361348598
0,657.1,24.699999999999932,681.8,1236.5,666.6,3.2999999999999545,669.9,1645.7,-0.20000000000004547,1645.5,1647.0,6.7000000000000455,1652.2,,,41.5,15.8,0.0,0.0,0.0,129.0,0.0,0.1,0.1,0.6401,0.2499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1625,0.0,0.0,0.0,0.0,0.0519,0.0348,0.0208,0.0174,0.0035,0.0069,0.0069,0.34,4.52,1.19,30.78,21.75,0,MOD-00630,2025-04-12T17:20:16,2025-04-12T10:20:16,https://api.quant-aq.com/v1/devices/MOD-00630/data/raw/361348599
0,657.9,24.899999999999977,682.8,1237.8,666.2,3.699999999999932,669.9,1645.6,-0.09999999999990905,1645.5,1646.9,6.599999999999909,1652.1,,,41.8,15.8,0.0,0.0,0.0,159.75,0.0,0.3,0.3,0.6366,0.2106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1456,0.0,0.0,0.0,0.0,0.0696,0.0659,0.0344,0.0241,0.0,0.0,0.0035,0.37,2.94,1.44,30.87,21.75,0,MOD-00630,2025-04-12T17:19:16,2025-04-12T10:19:16,https://api.quant-aq.com/v1/devices/MOD-00630/data/raw/361348597
0,658.2,24.899999999999977,683.1,1235.8,666.4,2.7000000000000455,669.1,1645.5,0.20000000000004547,1645.7,1647.0,6.7000000000000455,1652.4,,,41.9,15.8,0.0,0.0,0.0,171.75,0.0,1.2,1.2,0.5958,0.1706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1737,0.0,0.0,0.0,0.0,0.0609,0.0749,0.0609,0.0135,0.0069,0.0102,0.0,0.39,4.02,1.76,30.74,21.77,0,MOD-00630,2025-04-12T17:18:16,2025-04-12T10:18:16,https://api.quant-aq.com/v1/devices/MOD-00630/data/raw/361346273
0,656.2,27.699999999999932,683.9,1235.4,666.3,3.5,669.8,1645.6,-0.09999999999990905,1645.5,1647.2,6.599999999999909,1652.1,,,41.6,15.8,0.0,0.0,0.0,171.5,0.0,0.9,0.9,0.5731,0.2147,0.0,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1721,0.0,0.0,0.0,0.0,0.0369,0.0438,0.0436,0.017,0.0,0.0067,0.0,0.34,6.65,1.31,30.63,21.78,0,MOD-00630,2025-04-12T17:17:16,2025-04-12T10:17:16,https://api.quant-aq.com/v1/devices/MOD-00630/data/raw/361346274
0,657.8,28.5,686.3,1232.7,666.3,3.300000000000068,669.6,1645.5,0.09999999999990905,1645.6,1647.1,6.5,1652.1,,,41.4,15.8,0.0,0.0,0.0,214.25,0.2,0.8,0.8,0.5815,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1301,0.0,0.0,0.0,0.0,0.0551,0.0492,0.0398,0.0098,0.01,0.0,0.0,0.33,2.16,1.28,30.66,21.82,0,MOD-00630,2025-04-12T17:16:16,2025-04-12T10:16:16,https://api.quant-aq.com/v1/devices/MOD-00630/data/raw/361346275
0,656.8,28.40000000000009,685.2,1233.1,666.3,3.300000000000068,669.6,1645.9,-0.40000000000009095,1645.5,1647.4,6.400000000000091,1651.9,,,41.5,15.8,0.0,0.0,0.0,147.0,0.0,0.3,0.3,0.5901,0.2355,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1259,0.0,0.0,0.0,0.0,0.0475,0.0376,0.0219,0.0188,0.0094,0.0094,0.0,0.31,4.82,1.25,30.7,21.87,0,MOD-00630,2025-04-12T17:15:16,2025-04-12T10:15:16,https://api.quant-aq.com/v1/devices/MOD-00630/data/raw/361346276
0,656.4,26.5,682.9,1237.9,667.3,4.0,671.3,1645.6,-0.2999999999999545,1645.3,1647.3,6.400000000000091,1651.7,,,42.2,15.8,0.0,0.0,0.0,132.5,0.0,0.0,0.0,0.6425,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1681,0.0,0.0,0.0,0.0,0.0458,0.0429,0.0461,0.0131,0.0098,0.0066,0.0,0.35,3.27,1.44,31.0,21.82,0,MOD-00630,2025-04-12T17:14:16,2025-04-12T10:14:16,https://api.quant-aq.com/v1/devices/MOD-00630/data/raw/361343926
0,657.3,26.0,683.3,1234.0,666.4,3.0,669.4,1645.6,0.20000000000004547,1645.8,1647.3,6.900000000000091,1652.7,,,42.9,15.8,0.0,0.0,0.0,190.25,0.0,0.5,0.5,0.6649,0.2726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1582,0.0,0.0,0.0,0.0,0.0602,0.1104,0.0403,0.0169,0.0102,0.0067,0.0067,0.44,5.59,1.86,31.52,21.81,0,MOD-00630,2025-04-12T17:13:16,2025-04-12T10:13:16,https://api.quant-aq.com/v1/devices/MOD-00630/data/raw/361343924
