co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,timestamp_local,url
263.88,591.76,"{'lat': None, 'lon': None}","{'rh': 31.4, 'temp': 30.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18148, 'co2': 13271, 'no': 18149, 'no2': 18150, 'o3': 18151}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.38,6.6,18.32,16.17,27.46,17.08,734033866,31.4,MOD-00623,30.9,2026-07-20T01:05:04,2026-07-19T18:05:04,https://api.quant-aq.com/v1/devices/MOD-00623/data/734033660
265.45,592.24,"{'lat': None, 'lon': None}","{'rh': 31.5, 'temp': 30.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18148, 'co2': 13271, 'no': 18149, 'no2': 18150, 'o3': 18151}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.6,6.66,18.06,7.95,9.81,8.26,734033865,31.5,MOD-00623,30.9,2026-07-20T01:04:04,2026-07-19T18:04:04,https://api.quant-aq.com/v1/devices/MOD-00623/data/734033659
261.15,592.37,"{'lat': None, 'lon': None}","{'rh': 31.2, 'temp': 30.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18148, 'co2': 13271, 'no': 18149, 'no2': 18150, 'o3': 18151}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.38,6.79,15.68,20.72,30.07,21.8,734033864,31.2,MOD-00623,30.9,2026-07-20T01:03:04,2026-07-19T18:03:04,https://api.quant-aq.com/v1/devices/MOD-00623/data/734033658
254.94,593.81,"{'lat': None, 'lon': None}","{'rh': 31.7, 'temp': 30.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18148, 'co2': 13271, 'no': 18149, 'no2': 18150, 'o3': 18151}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.41,6.52,15.45,8.52,16.25,8.82,734033863,31.7,MOD-00623,30.8,2026-07-20T01:02:04,2026-07-19T18:02:04,https://api.quant-aq.com/v1/devices/MOD-00623/data/734033657
241.61,597.3,"{'lat': None, 'lon': None}","{'rh': 32.0, 'temp': 30.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18148, 'co2': 13271, 'no': 18149, 'no2': 18150, 'o3': 18151}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.49,6.47,17.58,8.29,12.6,8.92,734031827,32.0,MOD-00623,30.8,2026-07-20T01:01:04,2026-07-19T18:01:04,https://api.quant-aq.com/v1/devices/MOD-00623/data/734031622
258.96,596.34,"{'lat': None, 'lon': None}","{'rh': 32.4, 'temp': 30.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18148, 'co2': 13271, 'no': 18149, 'no2': 18150, 'o3': 18151}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.47,6.75,14.62,7.11,7.47,7.34,734031825,32.4,MOD-00623,30.8,2026-07-20T01:00:04,2026-07-19T18:00:04,https://api.quant-aq.com/v1/devices/MOD-00623/data/734031619
257.6,596.1,"{'lat': None, 'lon': None}","{'rh': 32.0, 'temp': 30.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18148, 'co2': 13271, 'no': 18149, 'no2': 18150, 'o3': 18151}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.47,6.6,17.55,10.76,12.93,11.2,734031826,32.0,MOD-00623,30.8,2026-07-20T00:59:04,2026-07-19T17:59:04,https://api.quant-aq.com/v1/devices/MOD-00623/data/734031621
246.46,589.6,"{'lat': None, 'lon': None}","{'rh': 32.1, 'temp': 30.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18148, 'co2': 13271, 'no': 18149, 'no2': 18150, 'o3': 18151}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.45,6.5,17.33,6.21,9.69,6.67,734031824,32.1,MOD-00623,30.8,2026-07-20T00:58:04,2026-07-19T17:58:04,https://api.quant-aq.com/v1/devices/MOD-00623/data/734031618
229.98,593.69,"{'lat': None, 'lon': None}","{'rh': 32.2, 'temp': 30.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18148, 'co2': 13271, 'no': 18149, 'no2': 18150, 'o3': 18151}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.46,6.5,17.2,6.89,8.45,7.26,734029470,32.2,MOD-00623,30.8,2026-07-20T00:57:04,2026-07-19T17:57:04,https://api.quant-aq.com/v1/devices/MOD-00623/data/734029263
217.27,592.12,"{'lat': None, 'lon': None}","{'rh': 32.2, 'temp': 30.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18148, 'co2': 13271, 'no': 18149, 'no2': 18150, 'o3': 18151}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.43,6.43,17.9,5.78,9.18,6.04,734029471,32.2,MOD-00623,30.8,2026-07-20T00:56:04,2026-07-19T17:56:04,https://api.quant-aq.com/v1/devices/MOD-00623/data/734029265
