co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,timestamp_local,url
745.6,581.85,"{'lat': None, 'lon': None}","{'rh': 81.2, 'temp': 11.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.26,25.4,27.6,1.15,4.77,1.59,356814909,81.2,MOD-00630,11.2,2025-04-07T06:38:12,2025-04-06T23:38:12,https://api.quant-aq.com/v1/devices/MOD-00630/data/356814812
744.99,580.53,"{'lat': None, 'lon': None}","{'rh': 80.9, 'temp': 11.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.26,24.94,27.27,1.19,8.08,1.55,356814908,80.9,MOD-00630,11.2,2025-04-07T06:37:12,2025-04-06T23:37:12,https://api.quant-aq.com/v1/devices/MOD-00630/data/356814809
751.49,584.38,"{'lat': None, 'lon': None}","{'rh': 81.0, 'temp': 11.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.26,24.93,27.63,1.22,2.53,1.64,356814910,81.0,MOD-00630,11.2,2025-04-07T06:36:12,2025-04-06T23:36:12,https://api.quant-aq.com/v1/devices/MOD-00630/data/356814811
742.46,585.34,"{'lat': None, 'lon': None}","{'rh': 81.0, 'temp': 11.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.26,25.64,26.87,1.12,2.5,1.4,356814907,81.0,MOD-00630,11.2,2025-04-07T06:35:12,2025-04-06T23:35:12,https://api.quant-aq.com/v1/devices/MOD-00630/data/356814810
749.49,580.4,"{'lat': None, 'lon': None}","{'rh': 81.5, 'temp': 11.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.26,25.86,26.41,1.18,3.76,1.59,356812651,81.5,MOD-00630,11.2,2025-04-07T06:34:12,2025-04-06T23:34:12,https://api.quant-aq.com/v1/devices/MOD-00630/data/356812554
742.85,587.39,"{'lat': None, 'lon': None}","{'rh': 81.6, 'temp': 11.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.26,26.09,26.39,1.17,2.93,1.6,356812652,81.6,MOD-00630,11.2,2025-04-07T06:33:12,2025-04-06T23:33:12,https://api.quant-aq.com/v1/devices/MOD-00630/data/356812555
742.39,586.67,"{'lat': None, 'lon': None}","{'rh': 81.1, 'temp': 11.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.26,25.64,26.85,1.3,2.43,1.87,356812649,81.1,MOD-00630,11.2,2025-04-07T06:32:12,2025-04-06T23:32:12,https://api.quant-aq.com/v1/devices/MOD-00630/data/356812551
747.51,587.75,"{'lat': None, 'lon': None}","{'rh': 81.4, 'temp': 11.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.26,26.1,26.04,1.09,3.71,1.49,356812648,81.4,MOD-00630,11.2,2025-04-07T06:31:12,2025-04-06T23:31:12,https://api.quant-aq.com/v1/devices/MOD-00630/data/356812550
747.17,587.39,"{'lat': None, 'lon': None}","{'rh': 81.3, 'temp': 11.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.26,26.58,26.44,1.53,8.71,2.17,356810397,81.3,MOD-00630,11.2,2025-04-07T06:30:12,2025-04-06T23:30:12,https://api.quant-aq.com/v1/devices/MOD-00630/data/356810301
744.89,588.47,"{'lat': None, 'lon': None}","{'rh': 81.2, 'temp': 11.3, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13515, 'co2': 13278, 'no': 13603, 'no2': 13784, 'o3': 13762}, 'pm': {'pm1': 13251, 'pm10': 13253, 'pm25': 13252}}",2.26,25.64,26.06,1.32,5.08,1.74,356810398,81.2,MOD-00630,11.3,2025-04-07T06:29:12,2025-04-06T23:29:12,https://api.quant-aq.com/v1/devices/MOD-00630/data/356810302
