DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,0,0,0,0,6,0,0.00000,0.00000,0,1623569134
07/24/25 17:42:15,0.00,0.00,15.00,11.00,-1.00,0.00,18.90,58.90,0.00,0.03,0.10,0.00,0.00,1,12.99,0.00,0.00,1,0,0,0,0,STAT,60,LAT,LON,W,CRC
07/24/25 17:39:55,22.82,647.46,-27.32,-34.14,105.36,450.15,19.60,57.10,0.18,1.02,1.27,0.00,0.00,1,13.02,1088.29,29.27,1,-84,281,75,45,STAT,60,LAT,LON,W,CRC
07/24/25 17:
