DATE,TE,CO,NO,NO2,O3,CO2,T,RH,P,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,112,53,-6,-16,86,0,0.00000,0.00000,0,588822592
08/07/25 03:56:16,20.41,172.12,8.74,15.16,9.70,427.58,19.40,67.30,1015.00,3.11,4.90,5.60,45.30,0.31,1,13.24,0.00,77.00,1,-11,37,1,0,STAT,60,LAT,LON,W,CRC
08/07/25 03:57:16,20.40,173.48,9.62,15.85,9.05,427.20,19.40,67.30,1015.00,3.18,5.51,5.96,42.10,0.32,1,13.24,0.00,77.35,1,-11,36,0,0,STAT,60,LAT,LON,W,CRC
08/07/25 03:58:16,20.35,172.07,11.20,16.87,8.07,427.07,19.40,67.40,1015.00,2.93,5.04,5.18,54.00,0.67,1,13.24,0.00,79.65,1,-11,35,1,0,STAT,60,LAT,LON,W,CRC
08/07/25 03:59:16,20.32,175.97,10.25,16.53,9.28,427.03,19.30,67.70,1015.00,3.43,5.56,5.82,50.70,0.85,1,13.24,0.00,76.91,1,-11,36,0,0,STAT,60,LAT,LON,W,CRC
08/07/25 04:00:16,20.32,179.19,10.95,16.73,8.52,427.01,19.30,67.60,1015.00,3.11,5.37,5.46,112.70,0.15,1,13.24,0.00,75.45,1,-12,34,0,0,STAT,60,LAT,LON,W,CRC
08/07/25 04:01:17,20.31,175.40,10.58,15.87,9.10,427.36,19.40,67.70,1015.00,2.85,5.13,5.48,65.70,0.57,1,13.24,0.00,83.28,1,-11,35,1,0,STAT,60,LAT,LON,W,CRC
08/07/25 04:02:17,20.31,176.93,11.47,15.48,9.34,427.77,19.40,67.50,1015.00,2.91,5.07,5.22,46.50,0.19,1,13.24,0.00,76.23,1,-12,34,1,0,STAT,60,LAT,LON,W,CRC
08/07/25 04:03:18,20.30,178.66,10.73,15.15,9.13,427.92,19.30,67.30,1015.00,2.99,4.92,4.97,50.70,0.65,1,13.24,0.00,77.62,1,-13,34,1,0,STAT,60,LAT,LON,W,CRC
08/07/25 04:04:18,20.25,179.72,10.24,15.64,7.98,427.97,19.30,67.40,1015.00,3.05,5.28,5.45,51.20,0.57,1,13.24,0.00,77.33,1,-13,34,2,0,STAT,60,LAT,LON,W,CRC
08/07/25 04:05:18,20.23,172.94,10.98,14.64,9.39,427.91,19.30,67.60,1015.00,3.02,5.12,5.48,41.60,0.14,1,13.20,0.00,79.88,1,-11,34,1,0,STAT,60,LAT,LON,W,CRC
08/07/25 04:06:19,20.22,169.24,10.84,13.79,10.56,427.85,19.30,67.40,1015.00,3.01,4.57,4.69,50.40,0.55,1,13.20,0.00,75.75,1,-11,34,0,0,STAT,60,LAT,LON,W,CRC
08/07/25 04:07:19,20.21,172.84,8.53,15.16,9.58,427.38,19.30,67.50,1015.00,2.84,4.90,5.38,158.60,0.49,1,13.20,0.00,81.51,1,-11,35,1,0,STAT,60,LAT,LON,W,CRC
08/07/25 04:08:19,20.21,174.79,8.85,14.70,10.11,427.28,19.30,67.40,1015.00,2.70,4.71,4.97,68.80,0.05,1,13.20,0.00,76.56,1,-12,35,2,0,STAT,60,LAT,LON,W,CRC
08/07/25 04:09:19,20.21,171.35,8.86,14.28,9.03,427.10,19.30,67.50,1015.00,2.66,4.15,4.27,52.20,1.09,1,13.20,0.00,78.14,1,-12,34,1,0,STAT,60,LAT,LON,W,CRC
08/07/25 04:10:19,20.20,170.90,9.21,13.34,10.92,427.03,19.30,67.50,1015.00,2.08,3.97,4.24,59.10,0.43,1,13.20,0.00,77.51,1,-11,34,1,0,STAT,60,LAT,LON,W,CRC
08/07/25 04:11:20,20.16,165.46,9.65,12.77,10.77,427.01,19.30,67.50,1015.00,2.14,3.76,3.86,50.90,0.82,1,13.20,0.00,80.43,1,-10,34,1,0,STAT,60,LAT,LON,W,CRC
08/07/25 04:12:20,20.13,172.03,9.05,13.46,8.97,427.00,19.30,67.40,1015.00,2.57,4.08,4.27,54.60,0.78,1,13.20,0.00,78.47,1,-12,34,1,-1,STAT,60,LAT,LON,W,CRC
08/07/25 04:13:20,20.12,168.63,8.76,14.81,8.43,427.00,19.30,67.40,1015.00,2.03,3.19,3.26,46.60,0.10,1,13.20,0.00,77.92,1,-12,33,1,0,STAT,60,LAT,LON,W,CRC
08/07/25 04:14:20,20.11,170.89,9.42,12.90,10.40,426.46,19.30,67.10,1015.00,2.17,3.82,3.85,97.60,0.24,1,13.20,0.00,78.14,1,-13,33,1,0,STAT,60,LAT,LON,W,CRC
