flag,gases.co.ae,gases.co.diff,gases.co.we,gases.co2.raw,gases.no.ae,gases.no.diff,gases.no.we,gases.no2.ae,gases.no2.diff,gases.no2.we,gases.o3.ae,gases.o3.diff,gases.o3.we,geo.lat,geo.lon,met.rh,met.temp,met.wd,met.ws,met.ws_scalar,neph.cscat,neph.pm1,neph.pm10,neph.pm25,opc.bin0,opc.bin1,opc.bin10,opc.bin11,opc.bin12,opc.bin13,opc.bin14,opc.bin15,opc.bin16,opc.bin17,opc.bin18,opc.bin19,opc.bin2,opc.bin20,opc.bin21,opc.bin22,opc.bin23,opc.bin3,opc.bin4,opc.bin5,opc.bin6,opc.bin7,opc.bin8,opc.bin9,opc.pm1,opc.pm10,opc.pm25,opc.rh,opc.temp,operating_state,sn,timestamp,timestamp_local,url
0,655.6,28.100000000000023,683.7,1471.0,663.7,2.3999999999999773,666.1,1647.7,0.7999999999999545,1648.5,1648.1,4.400000000000091,1652.9,,,79.7,13.8,0.0,0.0,0.0,238.5,0.7,2.0,1.5,3.0735,0.2494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1376,0.0,0.0,0.0,0.0,0.0454,0.1188,0.1035,0.0456,0.0118,0.0229,0.0,0.72,8.18,3.23,57.32,19.45,0,MOD-00623,2025-06-21T14:47:56,2025-06-21T07:47:56,https://api.quant-aq.com/v1/devices/MOD-00623/data/raw/419722190
0,656.0,27.0,683.0,1470.5,663.7,2.699999999999932,666.4,1647.7,0.7000000000000455,1648.4,1647.8,4.2999999999999545,1652.7,,,79.7,13.8,0.0,0.0,0.0,266.25,0.6,2.0,1.4,3.2169,0.2959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2088,0.0,0.0,0.0,0.0,0.0504,0.0613,0.05,0.0499,0.0192,0.0118,0.0038,0.72,7.32,2.62,57.28,19.43,0,MOD-00623,2025-06-21T14:46:56,2025-06-21T07:46:56,https://api.quant-aq.com/v1/devices/MOD-00623/data/raw/419722188
0,655.8,27.600000000000023,683.4,1471.5,663.8,2.400000000000091,666.2,1647.5,1.099999999999909,1648.6,1648.0,4.300000000000182,1652.9,,,79.9,13.8,0.0,0.0,0.0,213.25,0.0,1.7,1.4,3.0797,0.2869,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1323,0.0,0.0,0.0,0.0,0.0425,0.0658,0.0932,0.0349,0.0156,0.0155,0.0,0.67,8.28,2.71,57.34,19.43,0,MOD-00623,2025-06-21T14:45:56,2025-06-21T07:45:56,https://api.quant-aq.com/v1/devices/MOD-00623/data/raw/419722185
0,655.8,27.40000000000009,683.2,1471.5,663.4,2.6000000000000227,666.0,1647.7,0.8999999999998636,1648.6,1648.1,4.2000000000000455,1652.8,,,79.8,13.8,0.0,0.0,0.0,287.25,0.4,1.5,1.4,3.1657,0.2909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1426,0.0,0.0,0.0,0.0,0.0689,0.1069,0.076,0.073,0.0,0.0038,0.0039,0.75,6.16,3.03,57.25,19.42,0,MOD-00623,2025-06-21T14:44:56,2025-06-21T07:44:56,https://api.quant-aq.com/v1/devices/MOD-00623/data/raw/419722183
0,655.3,27.700000000000045,683.0,1470.7,663.3,2.300000000000068,665.6,1648.0,0.7000000000000455,1648.7,1647.8,4.2000000000000455,1652.9,,,79.6,13.8,0.0,0.0,0.0,267.0,0.7,2.2,1.6,3.1996,0.2962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1284,0.0,0.0,0.0,0.0,0.0583,0.1053,0.0859,0.0429,0.0078,0.0079,0.0,0.73,5.41,2.81,57.21,19.43,0,MOD-00623,2025-06-21T14:43:56,2025-06-21T07:43:56,https://api.quant-aq.com/v1/devices/MOD-00623/data/raw/419719761
0,656.8,26.0,682.8,1469.8,663.7,2.599999999999909,666.3,1647.7,0.7999999999999545,1648.5,1648.0,4.400000000000091,1652.9,,,79.6,13.8,0.0,0.0,0.0,239.25,1.0,1.3,1.3,3.1053,0.2791,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1427,0.0,0.0,0.0,0.0,0.0719,0.0914,0.1156,0.0435,0.008,0.0041,0.0039,0.75,8.02,3.05,57.23,19.48,0,MOD-00623,2025-06-21T14:42:56,2025-06-21T07:42:56,https://api.quant-aq.com/v1/devices/MOD-00623/data/raw/419719760
0,654.1,29.399999999999977,683.5,1470.1,663.9,2.5,666.4,1647.6,0.8000000000001819,1648.4,1647.8,4.399999999999864,1652.8,,,79.6,13.8,0.0,0.0,0.0,220.5,0.2,1.2,1.2,3.103,0.2973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1727,0.0,0.0,0.0,0.0,0.0563,0.0728,0.0641,0.0481,0.0,0.0161,0.004,0.71,6.86,2.53,57.22,19.45,0,MOD-00623,2025-06-21T14:41:56,2025-06-21T07:41:56,https://api.quant-aq.com/v1/devices/MOD-00623/data/raw/419719762
0,656.6,27.5,684.1,1471.5,663.6,2.6000000000000227,666.2,1647.7,0.7999999999999545,1648.5,1647.9,4.2999999999999545,1652.8,,,79.7,13.9,0.0,0.0,0.0,243.0,0.9,1.7,1.7,3.2319,0.2947,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1691,0.0,0.0,0.0,0.0,0.0548,0.0675,0.1223,0.0507,0.0156,0.0117,0.0,0.75,8.7,3.25,57.22,19.45,0,MOD-00623,2025-06-21T14:40:56,2025-06-21T07:40:56,https://api.quant-aq.com/v1/devices/MOD-00623/data/raw/419719759
0,655.2,28.399999999999977,683.6,1470.2,663.3,2.6000000000000227,665.9,1647.5,0.900000000000091,1648.4,1648.0,4.599999999999909,1653.0,,,79.8,13.9,0.0,0.0,0.0,270.25,1.0,1.9,1.9,3.3148,0.2902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1527,0.0,0.0,0.0,0.0,0.0727,0.1344,0.0882,0.0496,0.0076,0.0076,0.0039,0.8,6.86,3.15,57.17,19.48,0,MOD-00623,2025-06-21T14:39:56,2025-06-21T07:39:56,https://api.quant-aq.com/v1/devices/MOD-00623/data/raw/419717380
0,655.6,27.600000000000023,683.2,1472.6,663.6,2.2999999999999545,665.9,1647.7,0.599999999999909,1648.3,1647.9,4.7000000000000455,1653.0,,,79.5,13.9,0.0,0.0,0.0,260.5,0.6,1.5,1.5,3.1845,0.3075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2003,0.0,0.0,0.0,0.0,0.0572,0.1306,0.0763,0.0231,0.0115,0.0116,0.0038,0.79,6.72,2.76,57.06,19.49,0,MOD-00623,2025-06-21T14:38:56,2025-06-21T07:38:56,https://api.quant-aq.com/v1/devices/MOD-00623/data/raw/419717382
