co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,timestamp_local,url
341.96,620.1,"{'lat': None, 'lon': None}","{'rh': 68.6, 'temp': 12.6, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18164, 'co2': 13276, 'no': 18165, 'no2': 18166, 'o3': 18167}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",4.38,5.19,10.12,5.75,18.36,6.52,603949777,68.6,MOD-00628,12.6,2026-02-07T09:16:25,2026-02-07T01:16:25,https://api.quant-aq.com/v1/devices/MOD-00628/data/603949625
342.03,618.78,"{'lat': None, 'lon': None}","{'rh': 68.5, 'temp': 12.6, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18164, 'co2': 13276, 'no': 18165, 'no2': 18166, 'o3': 18167}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",4.13,4.78,10.83,4.9,23.19,5.53,603949775,68.5,MOD-00628,12.6,2026-02-07T09:15:25,2026-02-07T01:15:25,https://api.quant-aq.com/v1/devices/MOD-00628/data/603949624
336.29,617.82,"{'lat': None, 'lon': None}","{'rh': 68.5, 'temp': 12.6, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18164, 'co2': 13276, 'no': 18165, 'no2': 18166, 'o3': 18167}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",4.13,4.23,11.2,4.79,27.84,5.57,603949778,68.5,MOD-00628,12.6,2026-02-07T09:14:25,2026-02-07T01:14:25,https://api.quant-aq.com/v1/devices/MOD-00628/data/603949627
340.66,622.03,"{'lat': None, 'lon': None}","{'rh': 68.7, 'temp': 12.6, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18164, 'co2': 13276, 'no': 18165, 'no2': 18166, 'o3': 18167}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",3.46,4.39,11.06,5.1,31.48,5.8,603949776,68.7,MOD-00628,12.6,2026-02-07T09:13:25,2026-02-07T01:13:25,https://api.quant-aq.com/v1/devices/MOD-00628/data/603949626
347.15,625.04,"{'lat': None, 'lon': None}","{'rh': 68.8, 'temp': 12.6, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18164, 'co2': 13276, 'no': 18165, 'no2': 18166, 'o3': 18167}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",3.47,4.38,11.05,5.2,22.52,5.75,603947688,68.8,MOD-00628,12.6,2026-02-07T09:12:25,2026-02-07T01:12:25,https://api.quant-aq.com/v1/devices/MOD-00628/data/603947541
342.3,620.95,"{'lat': None, 'lon': None}","{'rh': 68.7, 'temp': 12.6, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18164, 'co2': 13276, 'no': 18165, 'no2': 18166, 'o3': 18167}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",3.0,4.04,11.76,6.33,7.9,6.63,603947690,68.7,MOD-00628,12.6,2026-02-07T09:11:25,2026-02-07T01:11:25,https://api.quant-aq.com/v1/devices/MOD-00628/data/603947543
341.14,621.67,"{'lat': None, 'lon': None}","{'rh': 68.6, 'temp': 12.6, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18164, 'co2': 13276, 'no': 18165, 'no2': 18166, 'o3': 18167}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",3.68,3.74,12.47,5.55,11.82,5.88,603947692,68.6,MOD-00628,12.6,2026-02-07T09:10:25,2026-02-07T01:10:25,https://api.quant-aq.com/v1/devices/MOD-00628/data/603947542
339.57,618.18,"{'lat': None, 'lon': None}","{'rh': 68.5, 'temp': 12.6, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18164, 'co2': 13276, 'no': 18165, 'no2': 18166, 'o3': 18167}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.51,3.45,13.64,4.19,7.88,4.69,603947695,68.5,MOD-00628,12.6,2026-02-07T09:09:25,2026-02-07T01:09:25,https://api.quant-aq.com/v1/devices/MOD-00628/data/603947544
338.34,621.07,"{'lat': None, 'lon': None}","{'rh': 68.5, 'temp': 12.6, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18164, 'co2': 13276, 'no': 18165, 'no2': 18166, 'o3': 18167}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.05,3.9,13.27,4.18,5.22,4.48,603945560,68.5,MOD-00628,12.6,2026-02-07T09:08:25,2026-02-07T01:08:25,https://api.quant-aq.com/v1/devices/MOD-00628/data/603945409
347.78,620.22,"{'lat': None, 'lon': None}","{'rh': 68.5, 'temp': 12.6, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18164, 'co2': 13276, 'no': 18165, 'no2': 18166, 'o3': 18167}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.98,3.45,14.09,4.71,8.03,5.21,603945558,68.5,MOD-00628,12.6,2026-02-07T09:07:25,2026-02-07T01:07:25,https://api.quant-aq.com/v1/devices/MOD-00628/data/603945407
347.3,621.91,"{'lat': None, 'lon': None}","{'rh': 68.6, 'temp': 12.6, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18164, 'co2': 13276, 'no': 18165, 'no2': 18166, 'o3': 18167}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",3.22,3.16,13.42,4.71,5.73,5.08,603945559,68.6,MOD-00628,12.6,2026-02-07T09:06:25,2026-02-07T01:06:25,https://api.quant-aq.com/v1/devices/MOD-00628/data/603945408
341.78,619.14,"{'lat': None, 'lon': None}","{'rh': 68.7, 'temp': 12.5, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18164, 'co2': 13276, 'no': 18165, 'no2': 18166, 'o3': 18167}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",3.77,3.56,13.51,6.0,8.4,6.42,603945557,68.7,MOD-00628,12.5,2026-02-07T09:05:25,2026-02-07T01:05:25,https://api.quant-aq.com/v1/devices/MOD-00628/data/603945406
345.4,619.74,"{'lat': None, 'lon': None}","{'rh': 68.8, 'temp': 12.5, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18164, 'co2': 13276, 'no': 18165, 'no2': 18166, 'o3': 18167}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.85,3.71,12.93,6.41,9.44,6.8,603943404,68.8,MOD-00628,12.5,2026-02-07T09:04:25,2026-02-07T01:04:25,https://api.quant-aq.com/v1/devices/MOD-00628/data/603943255
349.58,624.44,"{'lat': None, 'lon': None}","{'rh': 68.7, 'temp': 12.5, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18164, 'co2': 13276, 'no': 18165, 'no2': 18166, 'o3': 18167}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",3.3,3.56,13.06,4.32,5.86,4.8,603943405,68.7,MOD-00628,12.5,2026-02-07T09:03:25,2026-02-07T01:03:25,https://api.quant-aq.com/v1/devices/MOD-00628/data/603943253
