co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,timestamp_local,url
779.13,586.98,"{'lat': None, 'lon': None}","{'rh': 90.7, 'temp': 11.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",3.47,13.71,28.75,2.76,3.63,3.05,356744258,90.7,MOD-00628,11.7,2025-04-07T04:31:33,2025-04-06T21:31:33,https://api.quant-aq.com/v1/devices/MOD-00628/data/356744160
778.72,584.93,"{'lat': None, 'lon': None}","{'rh': 90.7, 'temp': 11.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",3.47,13.65,30.34,2.63,4.12,3.01,356744254,90.7,MOD-00628,11.7,2025-04-07T04:30:33,2025-04-06T21:30:33,https://api.quant-aq.com/v1/devices/MOD-00628/data/356744155
776.06,585.3,"{'lat': None, 'lon': None}","{'rh': 90.4, 'temp': 11.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",3.47,13.69,29.98,2.48,9.23,2.82,356744256,90.4,MOD-00628,11.7,2025-04-07T04:29:33,2025-04-06T21:29:33,https://api.quant-aq.com/v1/devices/MOD-00628/data/356744158
785.78,582.65,"{'lat': None, 'lon': None}","{'rh': 90.0, 'temp': 11.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",3.47,12.22,30.83,1.46,3.85,1.79,356744257,90.0,MOD-00628,11.7,2025-04-07T04:28:33,2025-04-06T21:28:33,https://api.quant-aq.com/v1/devices/MOD-00628/data/356744159
792.6,584.33,"{'lat': None, 'lon': None}","{'rh': 90.8, 'temp': 11.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",3.47,13.75,29.13,2.26,7.97,2.85,356742070,90.8,MOD-00628,11.7,2025-04-07T04:27:33,2025-04-06T21:27:33,https://api.quant-aq.com/v1/devices/MOD-00628/data/356741972
794.32,588.91,"{'lat': None, 'lon': None}","{'rh': 90.7, 'temp': 11.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",3.47,13.75,28.36,2.47,5.32,2.74,356742067,90.7,MOD-00628,11.7,2025-04-07T04:26:33,2025-04-06T21:26:33,https://api.quant-aq.com/v1/devices/MOD-00628/data/356741971
778.31,586.98,"{'lat': None, 'lon': None}","{'rh': 90.7, 'temp': 11.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",3.47,13.71,28.36,2.21,5.17,2.41,356742068,90.7,MOD-00628,11.7,2025-04-07T04:25:33,2025-04-06T21:25:33,https://api.quant-aq.com/v1/devices/MOD-00628/data/356741969
774.95,588.55,"{'lat': None, 'lon': None}","{'rh': 90.8, 'temp': 11.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",3.47,13.77,29.13,2.13,4.15,2.59,356742069,90.8,MOD-00628,11.7,2025-04-07T04:24:33,2025-04-06T21:24:33,https://api.quant-aq.com/v1/devices/MOD-00628/data/356741970
779.99,588.07,"{'lat': None, 'lon': None}","{'rh': 90.8, 'temp': 11.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",3.47,13.68,30.3,2.32,7.47,2.74,356739859,90.8,MOD-00628,11.8,2025-04-07T04:23:33,2025-04-06T21:23:33,https://api.quant-aq.com/v1/devices/MOD-00628/data/356739760
778.76,587.34,"{'lat': None, 'lon': None}","{'rh': 90.8, 'temp': 11.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",3.47,13.66,29.9,2.42,11.01,2.8,356739858,90.8,MOD-00628,11.8,2025-04-07T04:22:33,2025-04-06T21:22:33,https://api.quant-aq.com/v1/devices/MOD-00628/data/356739761
