co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,timestamp_local,url
896.57,701.92,"{'lat': None, 'lon': None}","{'rh': 80.5, 'temp': 11.6, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",2.05,26.48,24.59,10.9,23.08,11.45,356227630,80.5,MOD-00624,11.6,2025-04-06T13:20:26,2025-04-06T06:20:26,https://api.quant-aq.com/v1/devices/MOD-00624/data/356227532
907.14,698.43,"{'lat': None, 'lon': None}","{'rh': 80.8, 'temp': 11.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",2.05,26.23,24.52,11.1,14.45,11.77,356227628,80.8,MOD-00624,11.7,2025-04-06T13:19:26,2025-04-06T06:19:26,https://api.quant-aq.com/v1/devices/MOD-00624/data/356227531
905.01,703.37,"{'lat': None, 'lon': None}","{'rh': 80.9, 'temp': 11.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",2.05,25.52,25.27,10.15,14.09,10.92,356227629,80.9,MOD-00624,11.7,2025-04-06T13:18:26,2025-04-06T06:18:26,https://api.quant-aq.com/v1/devices/MOD-00624/data/356227530
905.49,701.08,"{'lat': None, 'lon': None}","{'rh': 80.8, 'temp': 11.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",2.05,26.47,24.9,9.72,12.96,10.5,356227625,80.8,MOD-00624,11.7,2025-04-06T13:17:26,2025-04-06T06:17:26,https://api.quant-aq.com/v1/devices/MOD-00624/data/356227528
902.21,700.48,"{'lat': None, 'lon': None}","{'rh': 80.8, 'temp': 11.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",2.05,26.0,25.28,11.34,15.32,12.14,356225352,80.8,MOD-00624,11.7,2025-04-06T13:16:26,2025-04-06T06:16:26,https://api.quant-aq.com/v1/devices/MOD-00624/data/356225254
900.64,698.31,"{'lat': None, 'lon': None}","{'rh': 80.7, 'temp': 11.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",2.05,25.29,25.68,10.83,13.26,11.28,356225354,80.7,MOD-00624,11.7,2025-04-06T13:15:26,2025-04-06T06:15:26,https://api.quant-aq.com/v1/devices/MOD-00624/data/356225255
906.17,700.24,"{'lat': None, 'lon': None}","{'rh': 81.0, 'temp': 11.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",2.05,25.99,26.39,10.33,14.34,10.87,356225353,81.0,MOD-00624,11.7,2025-04-06T13:14:26,2025-04-06T06:14:26,https://api.quant-aq.com/v1/devices/MOD-00624/data/356225256
906.1,699.63,"{'lat': None, 'lon': None}","{'rh': 81.1, 'temp': 11.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",2.2,25.27,27.13,10.26,13.63,10.93,356225355,81.1,MOD-00624,11.7,2025-04-06T13:13:26,2025-04-06T06:13:26,https://api.quant-aq.com/v1/devices/MOD-00624/data/356225257
903.58,698.31,"{'lat': None, 'lon': None}","{'rh': 80.6, 'temp': 11.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",2.05,24.58,27.97,10.04,14.19,10.82,356223055,80.6,MOD-00624,11.7,2025-04-06T13:12:26,2025-04-06T06:12:26,https://api.quant-aq.com/v1/devices/MOD-00624/data/356222957
905.76,699.03,"{'lat': None, 'lon': None}","{'rh': 81.0, 'temp': 11.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",2.05,24.8,28.29,9.5,13.36,10.23,356223053,81.0,MOD-00624,11.7,2025-04-06T13:11:26,2025-04-06T06:11:26,https://api.quant-aq.com/v1/devices/MOD-00624/data/356222956
