co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,timestamp_local,url
814.98,551.49,"{'lat': None, 'lon': None}","{'rh': 37.5, 'temp': 19.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.33,23.9,27.58,12.38,17.57,13.92,354934804,37.5,MOD-00620,19.8,2025-04-04T23:59:19,2025-04-04T16:59:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354934706
809.13,548.47,"{'lat': None, 'lon': None}","{'rh': 37.8, 'temp': 19.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.33,24.13,26.37,11.96,21.82,13.39,354934805,37.8,MOD-00620,19.9,2025-04-04T23:58:19,2025-04-04T16:58:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354934707
813.16,553.29,"{'lat': None, 'lon': None}","{'rh': 37.9, 'temp': 19.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.26,23.89,26.92,9.7,13.49,11.24,354932492,37.9,MOD-00620,19.9,2025-04-04T23:57:19,2025-04-04T16:57:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354932394
805.88,553.29,"{'lat': None, 'lon': None}","{'rh': 37.9, 'temp': 20.0, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.33,23.9,26.65,10.3,36.96,11.93,354932493,37.9,MOD-00620,20.0,2025-04-04T23:56:19,2025-04-04T16:56:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354932395
811.22,551.85,"{'lat': None, 'lon': None}","{'rh': 37.9, 'temp': 20.0, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.33,23.66,26.65,10.59,18.46,11.86,354932494,37.9,MOD-00620,20.0,2025-04-04T23:55:19,2025-04-04T16:55:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354932396
799.97,549.08,"{'lat': None, 'lon': None}","{'rh': 37.7, 'temp': 20.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.52,24.15,27.0,10.7,17.63,11.98,354932491,37.7,MOD-00620,20.1,2025-04-04T23:54:19,2025-04-04T16:54:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354932393
805.52,551.49,"{'lat': None, 'lon': None}","{'rh': 37.4, 'temp': 20.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.63,22.74,27.36,10.29,15.02,11.65,354930173,37.4,MOD-00620,20.1,2025-04-04T23:53:19,2025-04-04T16:53:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354930075
805.83,548.47,"{'lat': None, 'lon': None}","{'rh': 37.7, 'temp': 20.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.52,23.68,26.45,10.88,14.45,11.98,354930172,37.7,MOD-00620,20.2,2025-04-04T23:52:19,2025-04-04T16:52:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354930074
797.83,550.28,"{'lat': None, 'lon': None}","{'rh': 37.4, 'temp': 20.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.52,23.69,26.24,11.35,19.07,12.43,354930174,37.4,MOD-00620,20.2,2025-04-04T23:51:19,2025-04-04T16:51:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354930076
807.81,548.84,"{'lat': None, 'lon': None}","{'rh': 36.8, 'temp': 20.3, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.64,23.25,27.54,11.41,23.95,12.82,354930175,36.8,MOD-00620,20.3,2025-04-04T23:50:19,2025-04-04T16:50:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354930077
810.25,548.72,"{'lat': None, 'lon': None}","{'rh': 36.4, 'temp': 20.4, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.51,23.04,27.1,11.59,17.57,12.81,354927909,36.4,MOD-00620,20.4,2025-04-04T23:49:19,2025-04-04T16:49:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354927811
