DATE,TE,CO,NO,NO2,O3,CO2,T,RH,P,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,69,10,-9,-20,86,0,0.00000,0.00000,0,CRC
03/17/26 03:59:30,8.95,104.95,14.95,15.55,8.55,432.30,7.50,92.30,1007.00,0.00,0.07,0.07,67.10,0.71,0,13.16,0.00,125.81,1,-12,5,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,3270111778
03/17/26 04:00:28,8.95,106.56,12.81,16.41,7.68,432.20,7.50,92.30,1007.00,0.00,0.42,0.42,67.00,0.80,0,13.20,0.00,90.32,1,-12,6,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,4053369312
03/17/26 04:01:30,8.95,106.43,12.97,16.79,6.89,432.07,7.50,92.40,1007.00,0.00,0.46,0.46,63.20,0.66,0,13.20,0.00,90.32,1,-13,5,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,2775971361
03/17/26 04:02:28,8.95,106.15,12.60,15.81,8.12,432.03,7.50,92.50,1007.00,0.00,0.24,0.46,66.00,0.76,0,13.20,0.00,77.42,1,-14,5,-1,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,1322177715
03/17/26 04:03:30,8.95,108.23,10.46,16.36,8.80,432.01,7.50,92.50,1007.00,0.00,0.12,0.30,73.10,1.10,0,13.20,0.00,74.19,1,-14,7,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,1083687137
03/17/26 04:04:28,8.95,111.81,9.78,16.76,8.57,432.62,7.50,92.40,1007.00,0.00,0.28,0.42,71.40,0.99,0,13.20,0.00,74.19,1,-15,7,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,1652235081
03/17/26 04:05:30,8.95,110.68,13.45,16.57,9.11,432.74,7.50,92.50,1008.00,0.00,0.40,0.45,74.40,0.70,0,13.20,0.00,74.19,1,-13,5,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,1696221848
03/17/26 04:06:32,8.95,114.55,14.10,15.42,8.08,432.91,7.60,92.60,1008.00,0.00,0.55,0.57,55.30,0.45,0,13.20,0.00,74.19,1,-14,4,-1,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,4008777291
03/17/26 04:07:29,8.95,108.37,12.34,14.82,8.51,432.97,7.60,92.70,1007.00,0.00,0.19,0.36,51.10,0.62,0,13.20,0.00,74.19,1,-13,6,-1,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,3320163199
03/17/26 04:08:32,8.95,105.37,13.04,15.41,8.70,432.99,7.60,92.60,1007.00,0.00,0.13,0.19,59.40,0.75,0,13.20,0.00,77.42,1,-14,5,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,1498365811
03/17/26 04:09:29,8.95,104.02,12.14,15.68,9.50,433.00,7.60,92.60,1008.00,0.00,0.29,0.31,66.30,0.87,0,13.20,0.00,80.65,1,-13,5,-1,0,STAT,60,LAT,LON,W,ÿÿÿÿ,3733918502
03/17/26 04:10:31,8.95,106.39,12.06,14.53,9.00,433.00,7.60,92.60,1008.00,0.00,0.11,0.11,58.00,0.55,0,13.20,0.00,77.42,1,-14,6,-1,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,2248472051
03/17/26 04:11:28,8.95,105.69,12.98,15.64,7.33,433.00,7.60,92.70,1008.00,0.00,0.11,0.11,62.20,0.68,0,13.20,0.00,80.65,1,-12,5,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,998258527
03/17/26 04:12:32,8.95,106.33,13.76,15.80,7.67,433.00,7.60,92.50,1008.00,0.04,0.54,0.68,62.80,0.74,0,13.20,0.00,80.65,1,-12,5,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,156476871
03/17/26 04:13:29,8.95,104.99,13.78,16.50,6.67,433.00,7.60,92.50,1008.00,0.01,0.49,0.54,52.30,0.40,0,13.20,0.00,87.10,1,-13,4,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,3131547783
03/17/26 04:14:32,8.97,102.00,13.45,14.92,7.83,433.00,7.70,92.50,1008.00,0.00,0.50,0.52,50.00,0.39,0,13.20,0.00,90.32,1,-14,5,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,1310017375
03/17/26 04:15:29,8.98,102.33,14.59,15.29,7.07,433.15,7.70,92.60,1007.00,0.00,0.25,0.53,40.40,0.44,0,13.20,0.00,90.32,1,-12,3,-1,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,1945477008
03/17/26 04:16:31,9.00,99.95,12.26,15.97,8.25,433.35,7.70,92.50,1007.00,0.00,0.09,0.18,54.80,0.57,0,13.20,0.00,80.65,1,-12,5,-1,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,78499371
03/17/26 04:17:29,9.01,101.29,11.92,15.84,9.74,433.75,7.70,92.40,1007.00,0.00,0.26,0.30,69.80,1.01,0,13.20,0.00,80.65,1,-14,6,-1,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,2601804138
03/17/26 04:18:32,9.02,105.07,12.38,15.98,8.28,433.91,7.70,92.40,1007.00,0.00,0.17,0.19,70.80,0.66,0,13.20,0.00,74.19,1,-12,6,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,1476076629
03/17/26 04:19:32,9.03,108.53,15.49,15.10,8.82,433.97,7.70,92.30,1007.00,0.05,0.23,0.24,53.00,0.21,0,13.20,0.00,74.19,1,-12,4,-1,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,3031748977
03/17/26 04:20:34,9.03,115.58,14.97,14.50,7.96,433.99,7.70,92.30,1008.00,0.02,0.38,0.38,47.20,0.28,0,13.20,0.00,109.68,1,-12,4,-1,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,2323357484
03/17/26 04:21:32,9.03,115.40,12.18,14.37,7.78,434.00,7.70,92.40,1008.00,0.01,0.47,0.47,38.40,0.36,0,13.20,0.00,74.19,1,-11,6,-1,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,3837192718
03/17/26 04:22:34,9.04,112.59,12.85,15.61,7.06,434.00,7.70,92.30,1008.00,0.00,0.44,0.44,57.10,0.55,0,13.20,0.00,77.42,1,-13,6,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,1909689897
03/17/26 04:23:32,9.05,105.86,13.63,15.55,7.29,434.00,7.70,92.30,1008.00,0.00,0.15,0.20,63.40,0.68,0,13.20,0.00,93.55,1,-14,5,0,0,STAT,60,LAT,LON,W,ÿÿÿÿ,4088519955
03/17/26 04:24:35,9.05,103.60,12.78,14.82,8.23,434.00,7.70,92.30,1008.00,0.00,0.06,0.07,61.30,0.61,0,13.20,0.00,90.32,1,-14,6,-1,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,1068405349
03/17/26 04:25:33,9.05,102.21,13.03,14.71,9.16,434.00,7.80,92.40,1008.00,0.04,0.17,0.18,60.90,0.67,0,13.20,0.00,74.19,1,-12,6,-1,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,3020714147
03/17/26 04:26:34,9.05,102.63,13.58,14.98,8.23,434.00,7.70,92.20,1008.00,0.01,0.11,0.12,64.40,0.59,0,13.20,0.00,77.42,1,-13,5,-1,-2,STAT,60,LAT,LON,W,ÿÿÿÿ,3463391915
03/17/26 04:27:32,9.05,105.79,13.29,14.90,7.49,434.00,7.80,92.20,1008.00,0.01,0.04,0.15,43.70,0.42,0,13.20,0.00,74.19,1,-11,6,-1,-2,STAT,60,LAT,LON,W,ÿÿÿÿ,1203698450
03/17/26 04:28:34,9.05,107.90,12.35,15.27,7.46,434.00,7.80,92.20,1008.00,0.00,0.01,0.19,45.10,0.40,0,13.20,0.00,74.19,1,-12,6,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,3341563256
03/17/26 04:29:31,9.05,107.18,12.07,15.71,6.82,434.54,7.80,92.10,1008.00,0.00,0.16,0.22,55.30,0.42,0,13.20,0.00,74.19,1,-12,5,0,0,STAT,60,LAT,LON,W,ÿÿÿÿ,524382834
03/17/26 04:30:34,9.05,109.99,13.03,16.11,8.15,434.84,7.80,92.00,1008.00,0.00,0.26,0.28,68.30,0.57,0,13.20,0.00,77.42,1,-15,5,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,1333750373
03/17/26 04:31:31,9.05,106.39,13.26,15.58,7.96,434.94,7.80,92.20,1008.00,0.00,0.09,0.09,61.20,0.60,0,13.20,0.00,90.32,1,-13,5,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,4082745039
03/17/26 04:32:34,9.05,102.36,10.89,15.62,8.53,434.75,7.80,92.10,1008.00,0.00,0.19,0.19,65.30,0.96,0,13.20,0.00,90.32,1,-10,7,-1,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,1920952652
03/17/26 04:33:33,9.05,107.89,10.12,14.29,11.11,434.74,7.80,92.10,1008.00,0.00,0.07,0.07,64.00,0.68,0,13.20,0.00,77.42,1,-13,8,-2,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,2296030530
03/17/26 04:34:35,9.05,109.47,12.06,15.07,8.78,434.54,7.80,92.00,1008.00,0.00,0.15,0.16,62.80,0.70,0,13.20,0.00,125.81,1,-13,6,-1,-2,STAT,60,LAT,LON,W,ÿÿÿÿ,2546565177
03/17/26 04:35:33,9.05,110.21,12.86,16.30,7.81,434.74,7.80,92.00,1007.00,0.00,0.36,0.63,69.00,0.87,0,13.20,0.00,77.42,1,-13,6,0,-2,STAT,60,LAT,LON,W,ÿÿÿÿ,1005228099
03/17/26 04:36:36,9.05,105.52,11.40,16.90,7.80,434.34,7.80,92.00,1007.00,0.00,0.35,0.51,76.70,1.39,0,13.20,0.00,74.19,1,-12,7,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,1678098543
03/17/26 04:37:33,9.05,105.12,14.09,16.45,7.86,434.13,7.80,92.10,1007.00,0.00,0.35,0.54,64.80,0.79,0,13.20,0.00,80.65,1,-12,5,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,4187929430
03/17/26 04:38:36,9.05,103.88,13.51,15.57,9.29,434.66,7.80,92.10,1007.00,0.10,0.39,0.46,65.60,0.77,0,13.20,0.00,77.42,1,-12,4,-1,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,661864747
03/17/26 04:39:33,9.05,110.43,11.62,16.18,8.06,434.29,7.80,92.00,1008.00,0.06,0.16,0.18,79.10,0.70,0,13.20,0.00,83.87,1,-11,6,0,-2,STAT,60,LAT,LON,W,ÿÿÿÿ,4040949664
03/17/26 04:40:36,9.05,115.14,13.24,14.95,7.36,434.10,7.80,92.10,1008.00,0.02,0.09,0.10,63.70,0.54,0,13.16,0.00,106.45,1,-12,5,-1,-2,STAT,60,LAT,LON,W,ÿÿÿÿ,3071542104
03/17/26 04:41:33,9.05,112.78,12.22,15.39,8.56,434.04,7.80,92.00,1008.00,0.01,0.03,0.03,70.90,0.64,0,13.20,0.00,93.55,1,-13,6,0,-1,STAT,60,LAT,LON,W,ÿÿÿÿ,3647072638
