DATE,CO,NO,NO2,O3,CO2,PM2.5,AQHI,NO2_contrib,O3_contrib,PM25_contrib,Top_AQHI_Contributor
2025-07-20T20:55:00Z,0.23684165187826656,2.2961357777677667,16.39519133334021,15.055060666450855,443.7610370461603,3.2642477778049135,,,,,
2025-07-20T21:10:00Z,0.22492020373806662,1.8351982222019023,15.476975999993826,12.000488888756069,442.85090472062035,3.156054814489477,,,,,
2025-07-20T21:25:00Z,0.22904409265586664,1.873755111085234,16.197950889102827,17.099890444489105,443.0713523468933,3.1814167872580232,,,,,
2025-07-20T21:40:00Z,0.1935235852020333,2.238388444450101,12.439495778096903,14.458699999965727,442.9825959988598,3.106186741206626,,,,,
2025-07-20T21:55:00Z,0.19226965188593326,2.5576999999817627,12.920594000126034,14.590144222236491,437.5078571509331,3.080263841025828,,,,,
2025-07-20T22:10:00Z,0.18220622965500008,2.5760684444537625,12.023826889052634,14.080960888907633,437.67753816468286,3.072372955344519,,,,,
2025-07-20T22:25:00Z,0.19239107042656675,2.2280811110927985,15.391445777619062,12.755417111158163,435.2287153625396,3.0829024486710788,,,,,
2025-07-20T22:40:00Z,0.18663185930263335,2.5873997777607323,15.014353333051671,12.653611333332343,435.7647486515699,3.0625919870145752,,,,,
2025-07-20T22:55:00Z,0.18664601485363339,2.3287917777516998,14.942829333128177,12.848886222315,439.6808800071702,3.058768683055991,,,,,
2025-07-20T23:10:00Z,0.1812621074576001,2.4274413333129314,14.449607110572748,13.862401333277994,437.2070079088301,3.0481288816456704,,,,,
2025-07-20T23:25:00Z,0.17769250375270013,2.3930522222148665,15.275231110534651,14.806052444412325,436.3725516881435,3.0495224783564843,,,,,
2025-07-20T23:40:00Z,0.1750790667120001,2.598643333331533,14.214324666345137,15.957937333249285,437.41557802621327,3.04819942650166,2,0.5823166996951332,0.3487369287914167,0.06894637151345004,NO2
2025-07-20T23:55:00Z,0.17046489262986667,2.4228295555390327,13.034866444297142,16.583533332965786,437.19231060979007,3.0498264568034106,2,0.5759565764789583,0.35490551748059423,0.06913790604044745,NO2
2025-07-21T00:10:00Z,0.1746319037536001,3.0328426666485346,12.673724666696597,14.694232221805727,437.42457313013693,3.049539521005668,2,0.5688032591333578,0.3619750634315358,0.06922167743510642,NO2
2025-07-21T00:25:00Z,0.16797243337559997,2.7775653333073644,12.73334822224897,15.334451555158735,437.2749717383736,3.0511752670226,2,0.5659185800964558,0.36400528868467674,0.07007613121886741,NO2
2025-07-21T00:40:00Z,0.1709199926381001,3.011044444420166,10.784289999909234,16.468126221745166,436.85291075286375,3.0548344719300706,2,0.5610820233323587,0.368831101367155,0.07008687530048627,NO2
2025-07-21T00:55:00Z,0.17276518524700019,3.29660977770797,11.064112666565464,15.432397333071439,437.49333803274027,3.0590322582580485,2,0.5572715725689861,0.37235384520566844,0.07037458222534546,NO2
2025-07-21T01:10:00Z,0.17100661487080016,3.323314888879868,10.94690088895696,15.535998444095002,437.35854824616047,3.0592842411754475,2,0.5539021953429095,0.3757018340504963,0.07039597060659414,NO2
2025-07-21T01:25:00Z,0.17155528894236685,3.9232639999602,9.589511333169167,16.623965777216466,436.16042242887397,3.063562234089571,2,0.5402099632410402,0.3885822841968831,0.07120775256207669,NO2
2025-07-21T01:40:00Z,0.17566022226830016,5.139265110986132,9.868191999857638,16.035054221690526,434.57546100392733,3.066676830832119,2,0.5278239811791317,0.40018571335384334,0.07199030546702503,NO2
2025-07-21T01:55:00Z,0.17382910374400015,4.75917111101337,10.352386222486667,16.278023999802635,433.0769481247103,3.0690364791212437,2,0.5160720051018598,0.4112795230699029,0.07264847182823725,NO2
2025-07-21T02:10:00Z,0.1738802518847334,5.298124222091997,9.162952444527102,16.535187555286626,434.9993614209335,3.074242832780885,2,0.5036954007896031,0.42264850548422306,0.07365609372617385,NO2
